file_name,referent,direction,np,pronoun,intervening,ld_text,verb_phrase_text,np_text,pronoun_text,intervening_text,previous_cu,cu,next_cu,narrative,ld_count,cu_count
USbi20MR_fsE.exb,woman2,np_first,simple,personal,0,time another lady she was,time another lady she was um (-) u:h (-) she: (-) was putting away her groceries and,time another lady she,lady she was,time another lady she was,(-),a:nd at the same time another lady she was um (-) u:h (-) she: (-) was putting away her groceries,and she had a dog on a leash,(-) uh (-) hello (-) u:h i=m calling reference to an incident that i witnessed u:m it=s ef sixt/ the incident number is ef sixteen (--) u:m (-) so: i was standing on the street (-) u:m what was happening at the time was um a lady and a man were walking (-) u:h (-) their b/ uh baby e/ uh was in a stroller (-) u:m (-) uh the guy was kicking around a: (-) soccer ball (-) a:nd at the same time another lady she was um (-) u:h (-) she: (-) was putting away her groceries and she had a dog on a leash (-) um as the guy and the lady with the stroller walked across the street the ball (-) u:h (-) got kicked towards the dog the dog ran after the ball (-) a:nd the ladys groceries went flying into the street (-) u:h this caused the car (-) that (-) uh was directly um (-) in front of th/ (-) on the street to stop short (-) a:nd (-) the car behind it (-) uh rearended the car (-) uh in the situation so uh that=s pretty much all i saw that happened (-),1,15
USbi33FR_isE.exb,man,np_first,simple,personal,1,uh her husband like i=m assuming it was her husband he was,uh her husband like i=m assuming it was her husband he was holding a ball in his hands (-),uh her husband like,husband he was,husband like i=m assuming it was her husband he,(-),a:nd uh her husband like i=m assuming it was her husband he was holding a ball in his hands,(-),(-) hi babe so: um i just saw an accident happen i was (-) there was a couple walking on the right side of the street an(d) they were (-) um: there was a the woman was uh like rolling a stroller (-) a:nd uh her husband like i=m assuming it was her husband he was holding a ball in his hands (-) and as they were making their way towards the middle of the street (-) uh they had turned towards it uh the guys ball rolled out of his hand into: into the street and at the same time there was a lady on the other side of the street (-) unloading her groceries (-) [tongueclicking] u:m and she had a dog on a leash but the dog (-) started running towards the ball (-) and at the same ti:me (-) u:m: there was a car approaching a:nd uh the driver of the car (-) uh stopped abruptly (-) and then the car behind him obviously didn=t know that he was gonna stop (-) so he kinda bumped into him (-) [tongueclicking] into the first guy (-) u:h so now everyone=s just standing around and they=re they called the cops (-) u:h (-) and they=re trying to figure it out (-) bye i love you (-),1,18
USbi26FR_fsE.exb,couple,np_first,preposition,personal,1,the one of the couples on the side of the road (-) the initial one that i described (-) they had,the one of the couples on the side of the road (-) the initial one that i described (-) they had a: soccer ball the,the one of the couples on the side of the road (-),(-) they had,road (-) the initial one that i described (-) they,(-),um: (-) a:nd (--) the one of the couples on the side of the road (-) the initial one that i described (-) they had a: soccer ball the the man ho/ was holding a soccer ball,(-),(--) hi how are you i=m calling in regards to: u:h the case ef sixteen (-) so what i saw (-) u:h (--) was: [throatclearing] i saw a couple walking down the street (-) the side of the street (-) u:h and they had a carriage (-) uh that they were u:h (-) maneuvering over (-) on the other side of the: street (-) w/ there was a parking there=s a parking area resting area (-) a:nd there was a: couple a man and a woman (-) u:h (-) unloading their groceries euh they had a dog that they were um (-) holding on a leash (-) uh in the middle of the block between (-) these two uh (--) these two: (-) couples (-) there was a car driving in (-) um: (-) a:nd (--) the one of the couples on the side of the road (-) the initial one that i described (-) they had a: soccer ball the the man ho/ was holding a soccer ball (-) a:nd uh he paused in front of the car that he saw onc/ oncoming (-) the soccer ball fell outta his hand and rolled over into the middle of the block (-) right in front of the car that had to rapidly (-) uh stop (-) uh (-) uh (-) press the brakes (-) uh and the dog that was on the leash that the couple on the side on the resting area the park the area (-) was um holding (-) had a (-) really bad reaction to the ball rolling started barking (-) was pulling the leash over from one of the (-) uh i believe it was the man that was holding or the wife was holding uh the the leash (-) and so the groceries ended up uh falling out of the bag (-) and rolling onto the area where the soccer ball was (-) uh upon (-) th/ all of this and r/ uh all of this happening (-) a car (-) uh (-) drove (r) p right was driving right up behind the car that had to brake suddenly (-) and actually i think (-) a minor accident happened because there was um (-) there was a sound of uh the bumper being hit (-) of the first car the white car that was (-) uh right in front of the second car that followed up and had to brake (-) uh behind that car (-) so there was like a: (-) a minor uh (-) it was like a (-) i don=t think anything really happened in terms of (-) damage or: uh physical injury but there was a touch like a kiss of one bumper in the front of the (-) other car (-) u:m and so one of the members that was unloading the groceries in the couple in the resting area with the car parked (-) ran over i believe it was him that ran over to: (-) the guys that got out of their car they were trying to discuss that accident that (--) the the (-) the situation that happened with the: with the cars u:m: (-) and the first gentleman the gentleman with th/ th/ the car that was parked (-) that came up first (-) he got out of his car and he immediately proceeded to call in nine one one because (-) he wanted to report the accident (-) cuz he felt i guess (-) his bumper got hit by the other guy (-),2,27
USbi26FR_fsE.exb,driver1,np_first,preposition,personal,0,gentleman the gentleman with th/ th/ the car that was parked (-) that came up first (-) he got,gentleman the gentleman with th/ th/ the car that was parked (-) that came up first (-) he got out of his car and,gentleman the gentleman with th/ th/ the car that was parked (-) that came up first (-),(-) he got,first (-) he,they were trying to discuss that accident that (--) the the (-) the situation that happened with the: with the cars,u:m: (-) and the first gentleman the gentleman with th/ th/ the car that was parked (-) that came up first (-) he got out of his car,and he immediately proceeded to call in nine one one because (-) he wanted to report the accident (-) cuz he felt i guess (-) his bumper got hit by the other guy,(--) hi how are you i=m calling in regards to: u:h the case ef sixteen (-) so what i saw (-) u:h (--) was: [throatclearing] i saw a couple walking down the street (-) the side of the street (-) u:h and they had a carriage (-) uh that they were u:h (-) maneuvering over (-) on the other side of the: street (-) w/ there was a parking there=s a parking area resting area (-) a:nd there was a: couple a man and a woman (-) u:h (-) unloading their groceries euh they had a dog that they were um (-) holding on a leash (-) uh in the middle of the block between (-) these two uh (--) these two: (-) couples (-) there was a car driving in (-) um: (-) a:nd (--) the one of the couples on the side of the road (-) the initial one that i described (-) they had a: soccer ball the the man ho/ was holding a soccer ball (-) a:nd uh he paused in front of the car that he saw onc/ oncoming (-) the soccer ball fell outta his hand and rolled over into the middle of the block (-) right in front of the car that had to rapidly (-) uh stop (-) uh (-) uh (-) press the brakes (-) uh and the dog that was on the leash that the couple on the side on the resting area the park the area (-) was um holding (-) had a (-) really bad reaction to the ball rolling started barking (-) was pulling the leash over from one of the (-) uh i believe it was the man that was holding or the wife was holding uh the the leash (-) and so the groceries ended up uh falling out of the bag (-) and rolling onto the area where the soccer ball was (-) uh upon (-) th/ all of this and r/ uh all of this happening (-) a car (-) uh (-) drove (r) p right was driving right up behind the car that had to brake suddenly (-) and actually i think (-) a minor accident happened because there was um (-) there was a sound of uh the bumper being hit (-) of the first car the white car that was (-) uh right in front of the second car that followed up and had to brake (-) uh behind that car (-) so there was like a: (-) a minor uh (-) it was like a (-) i don=t think anything really happened in terms of (-) damage or: uh physical injury but there was a touch like a kiss of one bumper in the front of the (-) other car (-) u:m and so one of the members that was unloading the groceries in the couple in the resting area with the car parked (-) ran over i believe it was him that ran over to: (-) the guys that got out of their car they were trying to discuss that accident that (--) the the (-) the situation that happened with the: with the cars u:m: (-) and the first gentleman the gentleman with th/ th/ the car that was parked (-) that came up first (-) he got out of his car and he immediately proceeded to call in nine one one because (-) he wanted to report the accident (-) cuz he felt i guess (-) his bumper got hit by the other guy (-),2,27
USbi54FR_fsE.exb,man,np_first,simple,personal,0,the the guy um (--) he: dropped,the the guy um (--) he: dropped the ball and,the the guy um,(--) he: dropped,the the guy um (--) he: dropped,(-),and then (-) u:m (-) w/ w/ when the couple with the ball (-) turned (-) a/ right across from her (-) the the guy um (--) he: dropped the ball,and then the ball went onto the road,(-) um ah hello this is uh ef sixteen (-) uh speaking about an incident that i saw (-) u:m uh a couple was walking (-) on the sidewalk (-) um and the husband had a (-) was playing with (det) ball (-) um and then they turned on to a like a parking (-) um (-) like a parking (-) street (-) u/ um area (-) and then across the street from them was a woman who (-) uh was taking (-) uh groceries out of her (-) u:m (-) trunk (-) and then (-) u:m (-) w/ w/ when the couple with the ball (-) turned (-) a/ right across from her (-) the the guy um (--) he: dropped the ball and then the ball went onto the road (-) and then (-) the womans dog reacted to the ball and ran onto the middle of the road (-) and then the woman dropped the apples in her: (-) bag (-) and then that all happened (-) while two cars were turning into the driveway (-) u:m so: (-) a/ the first car i think was blue (-) it stopped really fast (-) um because everything was under the wheels (-) and then the white (-) car (--) [tongueclicking] bumped into the blue car (-) and then (-) yeah like they had like a bumper (-) incident and then they called nine one one (--),2,17
USbi54FR_fsE.exb,car1,np_first,simple,personal,1,a/ the first car i think was blue (-) it stopped,a/ the first car i think was blue (-) it stopped really fast (-),a/ the first car i,(-) it stopped,car i think was blue (-),(-),u:m so: (-) a/ the first car i think was blue,(-),(-) um ah hello this is uh ef sixteen (-) uh speaking about an incident that i saw (-) u:m uh a couple was walking (-) on the sidewalk (-) um and the husband had a (-) was playing with (det) ball (-) um and then they turned on to a like a parking (-) um (-) like a parking (-) street (-) u/ um area (-) and then across the street from them was a woman who (-) uh was taking (-) uh groceries out of her (-) u:m (-) trunk (-) and then (-) u:m (-) w/ w/ when the couple with the ball (-) turned (-) a/ right across from her (-) the the guy um (--) he: dropped the ball and then the ball went onto the road (-) and then (-) the womans dog reacted to the ball and ran onto the middle of the road (-) and then the woman dropped the apples in her: (-) bag (-) and then that all happened (-) while two cars were turning into the driveway (-) u:m so: (-) a/ the first car i think was blue (-) it stopped really fast (-) um because everything was under the wheels (-) and then the white (-) car (--) [tongueclicking] bumped into the blue car (-) and then (-) yeah like they had like a bumper (-) incident and then they called nine one one (--),2,17
USbi64FR_isE.exb,man,np_first,preposition,personal,0,(-) the guy with the soccer ball (--) he: drop/,(-) the guy with the soccer ball (--) he: drop/ (-) well he dropped the soccer ball (-),(-) the guy with the soccer ball (--),(--) he: drop/,(-) the guy with the soccer ball (--) he: drop/,(-),and then (-) the guy with the soccer ball (--) he: drop/ (-) well he dropped the soccer ball,(-),(-) hi edie oh my gosh you won=t believe what happened (-) basically i was walking down the street on my way to the grocery store (-) cause i needed some oranges (-) and (-) i see: this (-) guy he=s dribbling like a basketball (--) or not a basketball a soccer ball (-) and (-) across the street there was this lady with a (-) dog and she was putting away her groceries (-) then in the distance there were two cars there was a (-) blue one and there was a gray one (-) and then (-) the guy with the soccer ball (--) he: drop/ (-) well he dropped the soccer ball (-) and the dog (-) saw tha/ saw it and then ran towards it (-) and then right as he dropped the soccer ball and the dog went towards it (-) the car the first car (-) s:topped and then the car behind it crashed into it (-) don=t worry everyone=s okay (--),1,16
USbi65MR_isE.exb,couple,np_first,coordination,personal,1,(-) the (-) boy and and woman she was like she had a stroller (-) um they were,(-) the (-) boy and and woman she was like she had a stroller (-) um they were crossing the road and,(-) the (-) boy and and woman she,um they were,woman she was like she had a stroller (-),(-),um (-) and: (-) the (-) boy and and woman she was like she had a stroller,(-),(-) ok so i was walking down the road right and then on the right (-) there was this woman and boy and they were (-) kinda (-) i mean they were just walking and the guy had a soccer ball (-) um [throatclearing] (-) i think it was his/ her son or something but then on the left there was a woman (-) unloading: (-) groceries from her car and she had (-) like a dog leash in her hand cause she was (-) with her dog or what ever (-) um and then from the left side of the road (-) or onto it from the left side onto the road turned these like two cars a blue car and a white car (-) um (-) and: (-) the (-) boy and and woman she was like she had a stroller (-) um they were crossing the road and the boy dropped the soccer ball (-) and it like rolled across the road and (like) the dog lunged at it (-) it was really scary and like the (-) car kinda braked really rapidly to like not hit the dog or anyone else (-) so the car behind it rearended it but no one was hurt so (-) yeah [sighing] (-),1,18
USbi83FR_fsE.exb,man,np_first,preposition_relative,personal,0,then the man in the first car (-) who was (-) the one who got hit (-) he: called,then the man in the first car (-) who was (-) the one who got hit (-) he: called the police immediately after this happened and,then the man in the first car (-) who was (-) the one who got hit (-),(-) he: called,then the man in the first car (-) who was (-) the one who got hit (-) he: called,(-),a:nd then the man in the first car (-) who was (-) the one who got hit (-) he: called the police immediately after this happened,and the tw/ men (-) the man in the front who dropped the ball (-) helped the woman with the dog (-) collect all her belongings,okay m/ my name is ef sixteen and i=m calling to report (-) about an accident that i saw today i was walking down the street and i saw a man (-) he was walking with his wife he dropped (-) his soccer ball and when he dropped his ball a dog (-) tr/ tried to chase the (-) ball (-) a:nd the dog didn=t get away the woman that was with the dog (-) held the dog away (-) but unfortunately two cars were coming when all of this happened (-) a:nd the two cars hit each other (-) they we/ weren=t hit they the accident wasn=t bad (-) they bumped into each other (-) a:nd then the man in the first car (-) who was (-) the one who got hit (-) he: called the police immediately after this happened and the tw/ men (-) the man in the front who dropped the ball (-) helped the woman with the dog (-) collect all her belongings and (-) helped everyone (-),1,16
USbi60FR_isE.exb,cars,np_first,preposition,personal,0,and these other cars behind them (--) th/ (-) [tongueclicking] they stopped,and these other cars behind them (--) th/ (-) [tongueclicking] they stopped really fast (--) in front of the (-) dog (-),and these other cars behind them (--),[tongueclicking] they stopped,and these other cars behind them (--) th/ (-) [tongueclicking] they stopped,(--),and these other cars behind them (--) th/ (-) [tongueclicking] they stopped really fast (--) in front of the (-) dog,(-),(-) [tongueclicking] hey clorissa um i wanted to tell you about um a car crash that i saw this morning (-) uh so basically there was: (-) this guy (-) and (-) this lady (-) [tongueclicking] (-) and he was carrying the ball (-) around like bouncing it (-) and then he crosses the street going towards like this other lady in front of a car (-) a:nd she had this dog (-) [tongueclicking] so the (-) boy drops this: (--) [tongueclicking] he drops the ball and it rolls across the street (-) and the dog gets all excited and it runs towards it (-) but it stops (-) because it was attached by a leash (--) and these other cars behind them (--) th/ (-) [tongueclicking] they stopped really fast (--) in front of the (-) dog (-) and they crashed into each other (--) so everybody after this situation (-) what i (-) thought was: interesting was that they didn=t (-) argue at all (--) and they all accepted that this was just an accident (-) and that was going to be fine (-) like the: drivers didn=t yell at each other (-) [tongueclicking] (-) the woman (-) was: (-) like (--) normal n/ (-) she didn=t (-) scold the son (--) so yeah (--),1,20
USbi66FR_fsE.exb,man,np_first,simple,personal,0,and the ma:n (-) he came,and the ma:n (-) he came (-) to the woman to help her (-) pick everything up she,and the ma:n (-),(-) he came,and the ma:n (-) he came,(-),and the ma:n (-) he came (-) to the woman to help her (-) pick everything up,she she looked really sca:red because (-) she was holding her do:g,(-) hello (--) this is (-) USbi66FR my case number i:s ef sixteen (-) a:nd I just saw a car accident (-) a:nd (-) and there was (-) this woman who was (-) doing who was taking her stuff out of the groceries (-) o:f grocery bags with a dog (-) and there was another guy ac/ across the street (-) a:nd (-) i saw a white a blue car coming in (-) and then (-) a white car cra:shed into the back of the blue car (-) and the woman almost dropped her (-) the woman dropped her s/ her things (-) and the ma:n (-) he came (-) to the woman to help her (-) pick everything up she she looked really sca:red because (-) she was holding her do:g a:nd the:n (-) the: people (-) someone got out of the white car and the blue car (-) and they examined for damages and then they called nine one one (-),1,14
USbi67MR_fsE.exb,car1,np_first,relative,personal,0,and the first that was coming by: (-) it stopped,and the first that was coming by: (-) it stopped (-),and the first that was coming by: (-),(-) it stopped,by: (-) it,a:nd it started chasing after the: soccer ball (--) u:m (-) and beh/ behind (-) behind the soccer ball and these others these two cars,and the first that was coming by: (-) it stopped ,(-),um: (-) hello uh i witnessed the: (-) um (--) the case (-) or (-) i witnessed the car cr/ crash ef sixteen (-) u:m (-) i mean it all started by (-) it=s when two people (-) were walking by: (-) this man in a white shirt and this woman with a baby he had a soccer ball in his ha:nd (-) a:nd he was gonna cross the road but he accidentally dropped (-) the: (-) soccer b/ (-) uh soccer ball (-) and i:t (-) went across the road (-) u:m (-) there was also this other car (-) u:m (-) across the road (-) and (-) there was a do:g (-) a:nd it started chasing after the: soccer ball (--) u:m (-) and beh/ behind (-) behind the soccer ball and these others these two cars and the first that was coming by: (-) it stopped (-) u:m (-) when it saw the soccer ball it it suddenly stopped w/ there was also a car (-) that was u:m (-) behind (-) behind the first car (-) and it (-) didn=t know that (-) the first car was gonna stop suddenly so: (-) it (-) slightly crashed into the car (-) u:m (--) the first car i=m pretty sure was (-) the: (-) white car (-) i=m not very sure but second one=s the blue one (-) no the first one was the blue one second one=s the w/ white one (-) a:nd (-) the person who lost the soccer ball (-) u:m [tongueclicking] (-) he dialed nine one one (--) and that was it (--),2,22
USbi67MR_fsE.exb,man,np_first,relative,personal,0,(-) the person who lost the soccer ball (-) u:m [tongueclicking] (-) he dialed,(-) the person who lost the soccer ball (-) u:m [tongueclicking] (-) he dialed nine one one (--),(-) the person who lost the soccer ball (-),(-) he dialed,ball (-) u:m [tongueclicking] (-) he,(-),a:nd (-) the person who lost the soccer ball (-) u:m [tongueclicking] (-) he dialed nine one one,(--),um: (-) hello uh i witnessed the: (-) um (--) the case (-) or (-) i witnessed the car cr/ crash ef sixteen (-) u:m (-) i mean it all started by (-) it=s when two people (-) were walking by: (-) this man in a white shirt and this woman with a baby he had a soccer ball in his ha:nd (-) a:nd he was gonna cross the road but he accidentally dropped (-) the: (-) soccer b/ (-) uh soccer ball (-) and i:t (-) went across the road (-) u:m (-) there was also this other car (-) u:m (-) across the road (-) and (-) there was a do:g (-) a:nd it started chasing after the: soccer ball (--) u:m (-) and beh/ behind (-) behind the soccer ball and these others these two cars and the first that was coming by: (-) it stopped (-) u:m (-) when it saw the soccer ball it it suddenly stopped w/ there was also a car (-) that was u:m (-) behind (-) behind the first car (-) and it (-) didn=t know that (-) the first car was gonna stop suddenly so: (-) it (-) slightly crashed into the car (-) u:m (--) the first car i=m pretty sure was (-) the: (-) white car (-) i=m not very sure but second one=s the blue one (-) no the first one was the blue one second one=s the w/ white one (-) a:nd (-) the person who lost the soccer ball (-) u:m [tongueclicking] (-) he dialed nine one one (--) and that was it (--),2,22
USbi80FR_isE.exb,cars,np_first,simple,personal,1,and the two cars as they were pulling in significantly fast too (-) they stop,and the two cars as they were pulling in significantly fast too (-) they stop (-) to not run over anyone (-),and the two cars as,(-) they stop,cars as they were pulling in significantly fast too (-) they,(-),and the two cars as they were pulling in significantly fast too (-) they stop (-) to not run over anyone,(-),(-) so i was (-) just walking uh home from the park (-) an(d) cannot believe (-) what happened (-) so (-) just as these two cars were pulling in (-) to the parking lot [sniffing] (-) this guy drops his ball (-) this womans dog (-) um sets off on it (-) and the two cars as they were pulling in significantly fast too (-) they stop (-) to not run over anyone (-) but they crashed instead (-) it was (-) interesting (-),1,7
USbi02FR_fsE.exb,driver1,np_first,preposition,personal,1,(-) the drivers: in the first car in order to not hit the dog (-) um he came,(-) the drivers: in the first car in order to not hit the dog (-) um he came to a stop and,(-) the drivers: in the first car in,um he came,car in order to not hit the dog (-) um he,and the womans dog across the street was chased after the ball,so: (-) e/ uh (-) the drivers: in the first car in order to not hit the dog (-) um he came to a stop,and the car behind him (-) uh collided into him,(-) hello: i=m calling about case number ef sixteen um (-) s/ so: i was walking across the street and um across me were a couple walking uh the woman was pushing a stroller (-) and the man was eh bouncin a ball and then across them (-) was a woman um standing (-) putting groceries into her trunk and her dog was beside her (-) so: um at the same time two cars were driving they were about to pass between them (-) bu:t u:m (-) the man dropped his ball and the womans dog across the street was chased after the ball so: (-) e/ uh (-) the drivers: in the first car in order to not hit the dog (-) um he came to a stop and the car behind him (-) uh collided into him uh no one was injur:ed (-) and (-) yeah that=s what i witnessed (-),1,16
USbi02FR_isE.exb,man,np_first,simple,personal,0,(-) the guy he was,(-) the guy he was holding a ball (-),(-) the guy he,guy he was,(-) the guy he was,and then there was a couple uh directly across from me,and (-) the guy he was holding a ball,(-),(--) hey janelle uh um i wanted to tell you that i c/ (-) um saw an accident today on the street (-) so i was walking and then there was a couple uh directly across from me and (-) the guy he was holding a ball (-) a:nd a:cross the the other side of the street was a woman with her dog (-) so the guy dropped the ball by accident um into the street and the dog ran after it and (-) uh there was a car coming so: (-) um i/ i guess in order to not hit the dog he (-) came to a sudden stop and the car behind him: (-) crashed into him so [tongueclicking] (-) that was what i saw toda:y (-),1,12
USbi66FT_isE.exb,man,np_first,simple,personal,0,(-) the first man he was,(-) the first man he was m/ he was uh more older than the: the second man in the car (-),(-) the first man he,man he was,(-) the first man he was,(-),a:nd (-) then the ma/ the two me/ (-) the two men that hit each other (-) in the cars (-) uh (-) the first man he was m/ he was uh more older than the: the second man in the car,(-),(-) ok so i was walking in the park a:nd i was (-) walkin:g like on the street (-) a:n(d) (-) a man a woman (-) were (-) walking (-) in front of me like not in front of me but walking towards me (-) a:n(d) the woman was carrying a baby carri/ was like pushing a baby carriage (-) a:nd (-) the man was (-) dr/ r/ dribbling (-) a soccer ball (-) a:nd they were about to cross the street (-) and as they were crossing the street the man l/ (-) let the ball go it rolled across the street and (-) on the other side of the street there was a woman (-) um unpacking groceries from her trunk and her dog was waiting for her by her feet (-) a:nd (-) then once the ball rolled the dog saw it (-) and like as instinctly cause it=s a dog (-) it tried to run after the ball (-) a:nd the lady quickly pulled the dog away (-) and at the same time there were two cars turning the block (-) and they were coming down the street and it almost hit hit the dog (-) so they both stopped like really fast (-) and they crashed into each other (-) [tongueclicking] then the woman picked up the dog (-) a:nd the man ran over to see like if the dog was okay (-) a:n(d) he picked up the groceries that had fallen (-) that she dropped while she was trying to pick up her dog (-) a:nd (-) then the ma/ the two me/ (-) the two men that hit each other (-) in the cars (-) uh (-) the first man he was m/ he was uh more older than the: the second man in the car (-) a:nd he called nine one one (-) a:nd (--) and then the man was helping the man helped the lady pick up (-) he helped her pick up the groceries (-) and then they called nine one one and then (-) i went home (-),1,25
USbi08MT_fsE.exb,woman2,np_first,relative,possessive,0,(-) the woman who was (-) across the lot (-) um loading groceries into her car (--) her dog (-),(-) the woman who was (-) across the lot (-) um loading groceries into her car (--) her dog (-) approached him and,(-) the woman who was (-) across the lot (-) um loading groceries into her car (--),(--) her dog (-),car (--) her,(-),u:m (-) at this point (-) the woman who was (-) across the lot (-) um loading groceries into her car (--) her dog (-) approached him and (--) whil/ whil/ (-) while barking,and she: in attempt to control the dog (--) um dropped her groceries,(-) hi officers this is ef sixteen (-) u:m i=m just (-) calling to report what i witnessed today in the parking lot (--) there was a young man bouncing his soccer ball as he was (-) attempting to cross a lot i/ it struck the curb (-) a:nd rolled into the street (-) u:m (-) at this point (-) the woman who was (-) across the lot (-) um loading groceries into her car (--) her dog (-) approached him and (--) whil/ whil/ (-) while barking and she: in attempt to control the dog (--) um dropped her groceries (-) and grabbed the dog (-) so: (-) the man the young man and this woman proceeded to (-) you know pick up her groceries out of th/ out of the road (--) and this whole (-) debacle (-) lead to um a man (-) further down the lot braking abruptly (-) upon seeing the commotion (--) a:nd (--) the car behind him (-) uh (--) was not ready (-) a:nd (-) str/ (-) rearended him from behind (-) they both (-) calmly exited the vehicle and (-) you know discussed (-) how to proceed they decide to call the police (--) a:nd after helping the woman: (-) you know (-) pick up her groceries the young man approached them to see the extent of the damage and (--) you know assess the situation (--) and that was about all i saw (-),1,18
USbi08MT_isE.exb,woman2,np_first,simple,possessive,0,and this woman nearby (-) her dog starts,and this woman nearby (-) her dog starts freakin out (-),and this woman nearby (-),(-) her dog starts,nearby (-) her,(--),and this woman nearby (-) her dog starts freakin out,(-),(-) so i just saw this guy bouncing his (-) his soccer ball (-) about to cross the sidewalk (--) a:nd (--) he bounces it off of the curb into the street (--) and this woman nearby (-) her dog starts freakin out (-) runs over and she drops her groceries (-) to try to you know collect the dog (--) but meanwhile th/ (-) a guy (-) probably twenty thirty feet back (-) he pumps his brakes as if he is about to hit them (-) and causes the guy behind him to rearend him so now they=re outside their cars (-) you know trying to get in contact with the police try to sort sort out the matter (-) but probably one of the dumbest (-) scenarios i=ve ever witnessed in my life (--) i w/ wish you were here to see this (-) it=s crazy (-),2,12
USbi08MT_isE.exb,driver1,np_first,simple,personal,1,(-) a guy (-) probably twenty thirty feet back (-) he pumps,(-) a guy (-) probably twenty thirty feet back (-) he pumps his brakes as if he is about to hit them (-),(-) a guy (-),(-) he pumps,guy (-) probably twenty thirty feet back (-) he,(--),but meanwhile th/ (-) a guy (-) probably twenty thirty feet back (-) he pumps his brakes as if he is about to hit them,(-),(-) so i just saw this guy bouncing his (-) his soccer ball (-) about to cross the sidewalk (--) a:nd (--) he bounces it off of the curb into the street (--) and this woman nearby (-) her dog starts freakin out (-) runs over and she drops her groceries (-) to try to you know collect the dog (--) but meanwhile th/ (-) a guy (-) probably twenty thirty feet back (-) he pumps his brakes as if he is about to hit them (-) and causes the guy behind him to rearend him so now they=re outside their cars (-) you know trying to get in contact with the police try to sort sort out the matter (-) but probably one of the dumbest (-) scenarios i=ve ever witnessed in my life (--) i w/ wish you were here to see this (-) it=s crazy (-),2,12
USbi07FT_isE.exb,man,np_first,preposition,personal,1,but the: guy in the couple like he dropped,but the: guy in the couple like he dropped (-) this ball that he was holding and,but the: guy in the couple like,like he dropped,couple like he,a:n(d) they were really driving fast for a parking lot,but the: guy in the couple like he dropped (-) this ball that he was holding,and the ball rolled into the middle of the road,(-) [tongueclicking] (-) hey so: i was walking in the parking lot and saw a mini car crash: u:m that coulda been a lot worse no one was hit but (-) so there was this couple with their baby they were walking on the sidewalk a:nd i guess u:m (-) they were (-) blocked by: this like van (-) ca/ truck thing an/ that was parked u:m so these two cars that were coming into the lot at a high speed didn=t see them (-) a:n(d) they were really driving fast for a parking lot but the: guy in the couple like he dropped (-) this ball that he was holding and the ball rolled into the middle of the road and so like the first car slammed on its brakes (-) u:m to avoid the ball and then that=s when it got rearended by the second car (-) but yeah like if they hadn=t (-) dropped that ball i guess: they could=ve been hit by the cars (-) u:m (-) [tongueclicking] (-) so yeah was a weird thing i saw today so just wanted to let you know (-),1,16
USbi09FT_isE.exb,couple,np_first,preposition,personal,0,the my other neighbors with their baby they were,the my other neighbors with their baby they were walking the baby in the stroller: (-),the my other neighbors with their baby they,baby they were,the my other neighbors with their baby they were,my neighbor,and then the my other neighbors with their baby they were [[laughing]walking] the baby in the stroller:,(-),(-) hey maya so i i just wanted to see how you were doing u:m (-) i the craziest thing had just happened i was outside of the apartment a:nd (-) i was walking and there was like (-) a: car parked woman taking out her groceries with a do:g my neighbor and then the my other neighbors with their baby they were walking the baby in the stroller: (-) a:n(d) the husband and the wife a:nd as (-) as both of them were (-) doing their own things (-) u:m the guy with the baby: um: (-) he the wife an/ and the guy (-) that had the baby stroller um he was holding a ball he was like bouncing up and down a soccer ball (-) an(d) as he was about to cross that par/ (-) k/ par(-)king that we have where we park the cars he dropped the ball (-) um and there was two cars simultaneously coming at the same time like through the lot (-) a:n(d) the cars braked a:nd (-) of course the guy when he dropped the ball they braked and then th/ the woman dropped all her groceries dog started barking: (-) a:n(d) the guy u/ (-) the car behi:nd hit the guy (-) in the front obviously when he slammed on the brake so he didn=t hit the people (-) and then: (-) the guy th/ th/ gr/ woman that dropped the groceries the p/ the guy that dropped the ball he was like helping her pick up the groceries and the:n he like got up went by the guys that hit each other: (-) and then they were calling nine one one i assume because someone took out their pho:ne (-) u:m (-) but it was still a little crazy it was a little (-) scary how fast the cars were coming uh into the lot (--) alright anyway i=ll talk to you later (-),3,28
